year_week,HHS region,week,flu_season,RSV Detections,RSV Tests,RSV positivity rate,HHS_population,temp_mean_C,dewpoint_mean_C,RH_mean,Vaccination Rate,HHS_area,density
2012-02,1,2,2011-2012,101.0,606.0,0.16666666666666666,14562704.0,-0.019999999999999928,-5.0920000000000005,69.64,,161583,90.12522356931113
2012-02,2,2,2011-2012,265.0,1108.0,0.23916967509025272,32101935.0,2.77,-2.94,67.1,,163889,195.87608076197915
2012-02,3,2,2011-2012,383.0,1327.0,0.2886209495101733,30238794.0,2.496,-3.024,68.62,,331407,91.24367922222524
2012-02,4,2,2011-2012,360.0,322.369,1.1167326883168045,62356916.0,7.773333333333333,1.17,69.53333333333335,,1021659,61.034959805571134
2012-02,5,2,2011-2012,323.0,1712.0,0.1886682242990654,51945711.0,-1.7899999999999998,-5.958,74.26,,1005710,51.650785017549794
2012-02,6,2,2011-2012,662.0,468.885,1.4118600509719867,39510585.0,7.8100000000000005,0.4950000000000001,62.9,,1464729,26.974672447940883
2012-02,7,2,2011-2012,51.0,529.0,0.09640831758034027,13837604.0,-0.8775,-7.87,61.7,,739762,18.705480951981855
2012-02,8,2,2011-2012,84.0,724.0,0.11602209944751381,11157404.0,-2.0974999999999997,-12.71,48.55,,1323601,8.42958263101947
2012-02,9,2,2011-2012,123.0,1085.0,0.11336405529953918,48745929.0,13.6975,0.34250000000000025,46.075,,1033917,47.14684931188867
2012-02,10,2,2011-2012,66.0,408.0,0.16176470588235295,13123542.0,-1.1675,-7.15,67.05,,2379870,5.514394483732305
2012-03,1,3,2011-2012,115.0,598.0,0.19230769230769232,14562704.0,-2.69,-7.816,68.88,,161583,90.12522356931113
2012-03,2,3,2011-2012,238.0,1013.0,0.2349457058242843,32101935.0,0.11,-5.67,66.5,,163889,195.87608076197915
2012-03,3,3,2011-2012,312.0,1317.0,0.23690205011389523,30238794.0,0.6100000000000001,-5.238,66.92,,331407,91.24367922222524
2012-03,4,3,2011-2012,399.0,290.579,1.3731205627385323,62356916.0,8.645,2.722857142857143,72.18333333333334,,1021659,61.034959805571134
2012-03,5,3,2011-2012,395.0,1730.0,0.22832369942196531,51945711.0,-4.05,-8.184000000000001,73.53999999999999,,1005710,51.650785017549794
2012-03,6,3,2011-2012,705.0,450.073,1.566412559740309,39510585.0,12.977500000000001,7.6675,71.8,,1464729,26.974672447940883
2012-03,7,3,2011-2012,57.0,505.0,0.11287128712871287,13837604.0,-3.2675,-9.004999999999999,66.175,,739762,18.705480951981855
2012-03,8,3,2011-2012,115.0,810.0,0.1419753086419753,11157404.0,-3.0925000000000002,-10.76,60.175,,1323601,8.42958263101947
2012-03,9,3,2011-2012,176.0,1056.0,0.16666666666666666,48745929.0,12.8025,4.5649999999999995,62.3,,1033917,47.14684931188867
2012-03,10,3,2011-2012,76.0,421.0,0.18052256532066507,13123542.0,-3.1575,-9.995,62.775,,2379870,5.514394483732305
2012-04,1,4,2011-2012,116.0,600.0,0.19333333333333333,14562704.0,3.5759999999999996,-0.704,74.6,,161583,90.12522356931113
2012-04,2,4,2011-2012,250.0,963.0,0.25960539979231567,32101935.0,5.73,0.92,72.7,,163889,195.87608076197915
2012-04,3,4,2011-2012,337.0,1313.0,0.25666412795125665,30238794.0,4.970000000000001,0.8540000000000001,76.9,,331407,91.24367922222524
2012-04,4,4,2011-2012,386.0,288.609,1.3374496290829463,62356916.0,10.483333333333333,4.708571428571429,73.64999999999999,,1021659,61.034959805571134
2012-04,5,4,2011-2012,399.0,1687.0,0.23651452282157676,51945711.0,0.646,-2.864,78.38,,1005710,51.650785017549794
2012-04,6,4,2011-2012,816.0,465.154,1.7542577296981214,39510585.0,11.037500000000001,4.6275,67.625,,1464729,26.974672447940883
2012-04,7,4,2011-2012,84.0,554.0,0.15162454873646208,13837604.0,1.905,-4.8175,64.625,,739762,18.705480951981855
2012-04,8,4,2011-2012,135.0,849.0,0.15901060070671377,11157404.0,-0.9749999999999999,-10.28,53.775,,1323601,8.42958263101947
2012-04,9,4,2011-2012,245.0,1264.0,0.19382911392405064,48745929.0,14.854999999999999,5.2075,59.75,,1033917,47.14684931188867
2012-04,10,4,2011-2012,128.0,497.0,0.2575452716297787,13123542.0,-0.12,-4.675,73.475,,2379870,5.514394483732305
2012-05,1,5,2011-2012,104.0,484.0,0.21487603305785125,14562704.0,1.782,-4.122,66.2,,161583,90.12522356931113
2012-05,2,5,2011-2012,254.0,983.0,0.25839267548321465,32101935.0,5.37,-2.07,59.5,,163889,195.87608076197915
2012-05,3,5,2011-2012,272.0,1246.0,0.21829855537720708,30238794.0,6.058,-0.4779999999999999,65.5,,331407,91.24367922222524
2012-05,4,5,2011-2012,359.0,292.699,1.226515977164254,62356916.0,12.215000000000002,4.631428571428572,65.25,,1021659,61.034959805571134
2012-05,5,5,2011-2012,471.0,834.036,0.5647238248708689,51945711.0,3.6719999999999997,-0.632,75.32000000000001,,1005710,51.650785017549794
2012-05,6,5,2011-2012,762.0,511.244,1.4904820398870207,39510585.0,13.055,7.58,72.05,,1464729,26.974672447940883
2012-05,7,5,2011-2012,69.0,625.0,0.1104,13837604.0,5.99,0.34750000000000003,71.1,,739762,18.705480951981855
2012-05,8,5,2011-2012,203.0,1096.0,0.1852189781021898,11157404.0,-0.7050000000000001,-9.290000000000001,57.6,,1323601,8.42958263101947
2012-05,9,5,2011-2012,279.0,1323.0,0.2108843537414966,48745929.0,14.5425,2.7175000000000002,51.25,,1033917,47.14684931188867
2012-05,10,5,2011-2012,95.0,464.0,0.20474137931034483,13123542.0,2.42,-2.98,69.875,,2379870,5.514394483732305
2012-06,1,6,2011-2012,102.0,532.0,0.19172932330827067,14562704.0,0.6220000000000001,-5.704,63.620000000000005,,161583,90.12522356931113
2012-06,2,6,2011-2012,269.0,1012.0,0.2658102766798419,32101935.0,2.78,-3.36,65.2,,163889,195.87608076197915
2012-06,3,6,2011-2012,257.0,1189.0,0.216148023549201,30238794.0,0.8800000000000002,-4.664,68.06,,331407,91.24367922222524
2012-06,4,6,2011-2012,414.0,370.707,1.1167849541551684,62356916.0,5.995,-1.2571428571428573,64.86666666666667,,1021659,61.034959805571134
2012-06,5,6,2011-2012,558.0,914.189,0.6103770664490603,51945711.0,-2.814,-7.792,69.9,,1005710,51.650785017549794
2012-06,6,6,2011-2012,733.0,452.112,1.6212796829104292,39510585.0,7.6225,1.0525000000000002,64.55,,1464729,26.974672447940883
2012-06,7,6,2011-2012,116.0,754.0,0.15384615384615385,13837604.0,-3.9899999999999998,-8.24,74.35,,739762,18.705480951981855
2012-06,8,6,2011-2012,194.0,1158.0,0.16753022452504318,11157404.0,-4.755,-9.59,71.0,,1323601,8.42958263101947
2012-06,9,6,2011-2012,275.0,406.063,0.6772348133171454,48745929.0,15.555,5.232500000000001,55.875,,1033917,47.14684931188867
2012-06,10,6,2011-2012,111.0,521.0,0.21305182341650672,13123542.0,3.6825,-1.8699999999999999,69.2,,2379870,5.514394483732305
2012-07,1,7,2011-2012,76.0,544.0,0.13970588235294118,14562704.0,2.3659999999999997,-3.092,68.36,,161583,90.12522356931113
2012-07,2,7,2011-2012,223.0,1002.0,0.22255489021956087,32101935.0,4.27,-1.55,67.2,,163889,195.87608076197915
2012-07,3,7,2011-2012,260.0,1307.0,0.19892884468247896,30238794.0,3.9859999999999998,-1.95,67.24000000000001,,331407,91.24367922222524
2012-07,4,7,2011-2012,364.0,355.738,1.0232249576935835,62356916.0,8.973333333333334,2.7971428571428567,71.7,,1021659,61.034959805571134
2012-07,5,7,2011-2012,616.0,2.273,271.00747910250766,51945711.0,0.8400000000000001,-4.029999999999999,71.46000000000001,,1005710,51.650785017549794
2012-07,6,7,2011-2012,591.0,353.009,1.6741782787407686,39510585.0,10.412500000000001,6.135,76.35,,1464729,26.974672447940883
2012-07,7,7,2011-2012,134.0,755.0,0.17748344370860927,13837604.0,1.405,-2.8425000000000002,75.775,,739762,18.705480951981855
2012-07,8,7,2011-2012,265.0,1246.0,0.21268057784911718,11157404.0,-2.005,-7.9925,66.325,,1323601,8.42958263101947
2012-07,9,7,2011-2012,296.0,375.026,0.7892786100163722,48745929.0,14.120000000000001,5.2475000000000005,59.65,,1033917,47.14684931188867
2012-07,10,7,2011-2012,120.0,528.0,0.22727272727272727,13123542.0,1.5275000000000003,-2.5825,75.7,,2379870,5.514394483732305
2012-08,1,8,2011-2012,65.0,528.0,0.12310606060606061,14562704.0,2.518,-3.3200000000000003,67.1,,161583,90.12522356931113
2012-08,2,8,2011-2012,207.0,977.0,0.21187308085977483,32101935.0,5.69,-1.5,61.5,,163889,195.87608076197915
2012-08,3,8,2011-2012,232.0,1248.0,0.1858974358974359,30238794.0,5.506,-0.8299999999999998,66.26,,331407,91.24367922222524
2012-08,4,8,2011-2012,321.0,324.677,0.988674898437524,62356916.0,11.235,2.9385714285714286,62.6,,1021659,61.034959805571134
2012-08,5,8,2011-2012,691.0,2.511,275.1891676622859,51945711.0,1.3900000000000001,-3.71,70.4,,1005710,51.650785017549794
2012-08,6,8,2011-2012,509.0,482.985,1.0538629564065136,39510585.0,12.3925,3.5549999999999997,59.0,,1464729,26.974672447940883
2012-08,7,8,2011-2012,106.0,784.0,0.13520408163265307,13837604.0,4.4725,-2.4699999999999998,63.8,,739762,18.705480951981855
2012-08,8,8,2011-2012,275.0,1304.0,0.21088957055214724,11157404.0,-1.415,-8.79,59.925,,1323601,8.42958263101947
2012-08,9,8,2011-2012,328.0,352.099,0.931556181642095,48745929.0,15.954999999999998,3.6025,51.75,,1033917,47.14684931188867
2012-08,10,8,2011-2012,142.0,641.0,0.22152886115444617,13123542.0,1.5,-3.99,69.55,,2379870,5.514394483732305
2012-09,1,9,2011-2012,74.0,528.0,0.14015151515151514,14562704.0,2.556,-2.65,70.14,,161583,90.12522356931113
2012-09,2,9,2011-2012,159.0,923.0,0.1722643553629469,32101935.0,6.15,0.45,69.1,,163889,195.87608076197915
2012-09,3,9,2011-2012,213.0,1223.0,0.17416189697465248,30238794.0,6.75,1.0699999999999998,70.12,,331407,91.24367922222524
2012-09,4,9,2011-2012,318.0,377.63,0.8420941132854911,62356916.0,14.776666666666666,7.105714285714286,67.48333333333333,,1021659,61.034959805571134
2012-09,5,9,2011-2012,760.0,2.55,298.03921568627453,51945711.0,3.272,-2.384,68.22,,1005710,51.650785017549794
2012-09,6,9,2011-2012,390.0,526.795,0.7403259332377871,39510585.0,14.6025,6.4399999999999995,63.3,,1464729,26.974672447940883
2012-09,7,9,2011-2012,150.0,835.0,0.17964071856287425,13837604.0,4.6325,-3.4575,58.825,,739762,18.705480951981855
2012-09,8,9,2011-2012,289.0,1414.0,0.2043847241867044,11157404.0,-1.7599999999999998,-10.0875,57.125,,1323601,8.42958263101947
2012-09,9,9,2011-2012,263.0,1285.0,0.2046692607003891,48745929.0,14.405,2.6924999999999994,53.574999999999996,,1033917,47.14684931188867
2012-09,10,9,2011-2012,140.0,530.0,0.2641509433962264,13123542.0,0.3899999999999999,-4.984999999999999,69.55,,2379870,5.514394483732305
2012-10,1,10,2011-2012,59.0,506.0,0.116600790513834,14562704.0,3.0780000000000003,-4.54,58.86,,161583,90.12522356931113
2012-10,2,10,2011-2012,100.0,855.0,0.11695906432748537,32101935.0,6.28,-2.91,52.9,,163889,195.87608076197915
2012-10,3,10,2011-2012,164.0,1174.0,0.13969335604770017,30238794.0,7.0840000000000005,-1.624,56.660000000000004,,331407,91.24367922222524
2012-10,4,10,2011-2012,204.0,260.514,0.7830673207581934,62356916.0,12.386666666666668,2.34,56.1,,1021659,61.034959805571134
2012-10,5,10,2011-2012,634.0,2.512,252.38853503184714,51945711.0,5.516,-3.07,56.5,,1005710,51.650785017549794
2012-10,6,10,2011-2012,318.0,505.588,0.6289706243027919,39510585.0,14.1325,6.25,64.6,,1464729,26.974672447940883
2012-10,7,10,2011-2012,149.0,783.0,0.19029374201787994,13837604.0,8.84,-0.52,55.35,,739762,18.705480951981855
2012-10,8,10,2011-2012,260.0,1292.0,0.20123839009287925,11157404.0,4.0675,-10.149999999999999,43.075,,1323601,8.42958263101947
2012-10,9,10,2011-2012,285.0,1434.0,0.19874476987447698,48745929.0,15.9675,1.1974999999999998,46.175,,1033917,47.14684931188867
2012-10,10,10,2011-2012,156.0,740.0,0.21081081081081082,13123542.0,3.285,-4.2425,63.575,,2379870,5.514394483732305
2012-11,1,11,2011-2012,35.0,484.0,0.07231404958677685,14562704.0,8.16,4.46,79.62,,161583,90.12522356931113
2012-11,2,11,2011-2012,79.0,851.0,0.09283196239717979,32101935.0,10.5,5.98,75.4,,163889,195.87608076197915
2012-11,3,11,2011-2012,117.0,1139.0,0.10272168568920105,30238794.0,14.437999999999999,9.262,73.84,,331407,91.24367922222524
2012-11,4,11,2011-2012,236.0,324.546,0.7271696462134798,62356916.0,19.580000000000002,13.814285714285715,72.18333333333334,,1021659,61.034959805571134
2012-11,5,11,2011-2012,662.0,2.497,265.11814177012417,51945711.0,15.956,10.6,72.46,,1005710,51.650785017549794
2012-11,6,11,2011-2012,239.0,420.407,0.5684967186559691,39510585.0,19.22,11.4625,67.6,,1464729,26.974672447940883
2012-11,7,11,2011-2012,157.0,800.0,0.19625,13837604.0,18.2825,12.629999999999999,71.85,,739762,18.705480951981855
2012-11,8,11,2011-2012,253.0,1413.0,0.17905166312809626,11157404.0,10.2,-8.3425,33.55,,1323601,8.42958263101947
2012-11,9,11,2011-2012,226.0,1305.0,0.1731800766283525,48745929.0,16.125,7.305,62.725,,1033917,47.14684931188867
2012-11,10,11,2011-2012,140.0,733.0,0.19099590723055934,13123542.0,5.335,-1.0749999999999997,66.8,,2379870,5.514394483732305
2012-12,1,12,2011-2012,30.0,527.0,0.056925996204933584,14562704.0,11.428,7.6659999999999995,79.72,,161583,90.12522356931113
2012-12,2,12,2011-2012,58.0,875.0,0.06628571428571428,32101935.0,12.93,9.79,82.1,,163889,195.87608076197915
2012-12,3,12,2011-2012,110.0,1035.0,0.10628019323671498,30238794.0,16.014000000000003,12.306000000000001,80.8,,331407,91.24367922222524
2012-12,4,12,2011-2012,171.0,259.319,0.6594194794827991,62356916.0,20.161666666666665,13.844285714285714,70.55,,1021659,61.034959805571134
2012-12,5,12,2011-2012,447.0,929.273,0.4810211853782473,51945711.0,17.692,12.664,74.58,,1005710,51.650785017549794
2012-12,6,12,2011-2012,149.0,442.042,0.3370720429280476,39510585.0,17.41,9.227500000000001,64.65,,1464729,26.974672447940883
2012-12,7,12,2011-2012,110.0,678.0,0.16224188790560473,13837604.0,15.065000000000001,10.955,78.5,,739762,18.705480951981855
2012-12,8,12,2011-2012,175.0,1177.0,0.14868309260832624,11157404.0,6.4174999999999995,-6.5425,46.55,,1323601,8.42958263101947
2012-12,9,12,2011-2012,210.0,1308.0,0.16055045871559634,48745929.0,15.712499999999999,6.1425,59.099999999999994,,1033917,47.14684931188867
2012-12,10,12,2011-2012,151.0,702.0,0.2150997150997151,13123542.0,4.665,-3.425,61.125,,2379870,5.514394483732305
2012-13,1,13,2011-2012,18.0,464.0,0.03879310344827586,14562704.0,4.682,-2.398,62.96,,161583,90.12522356931113
2012-13,2,13,2011-2012,64.0,854.0,0.07494145199063232,32101935.0,8.56,0.58,59.8,,163889,195.87608076197915
2012-13,3,13,2011-2012,72.0,1038.0,0.06936416184971098,30238794.0,12.424000000000001,4.606,62.02,,331407,91.24367922222524
2012-13,4,13,2011-2012,128.0,110.243,1.1610714512486053,62356916.0,19.488333333333333,11.022857142857143,63.01666666666667,,1021659,61.034959805571134
2012-13,5,13,2011-2012,333.0,728.06,0.4573798862731094,51945711.0,10.03,3.312,65.24,,1005710,51.650785017549794
2012-13,6,13,2011-2012,124.0,387.083,0.3203447322667231,39510585.0,20.57,10.42,61.775,,1464729,26.974672447940883
2012-13,7,13,2011-2012,100.0,573.0,0.17452006980802792,13837604.0,18.9025,12.057500000000001,67.025,,739762,18.705480951981855
2012-13,8,13,2011-2012,181.0,1134.0,0.15961199294532627,11157404.0,11.38,-5.3225,38.1,,1323601,8.42958263101947
2012-13,9,13,2011-2012,141.0,1137.0,0.12401055408970976,48745929.0,16.6325,7.8149999999999995,62.725,,1033917,47.14684931188867
2012-13,10,13,2011-2012,125.0,641.0,0.19500780031201248,13123542.0,7.6,-0.6825000000000001,60.8,,2379870,5.514394483732305
2012-14,1,14,2011-2012,4.0,407.0,0.009828009828009828,14562704.0,6.154,-2.3520000000000003,57.0,,161583,90.12522356931113
2012-14,2,14,2011-2012,32.0,726.0,0.0440771349862259,32101935.0,10.26,-1.13,47.2,,163889,195.87608076197915
2012-14,3,14,2011-2012,53.0,1011.0,0.05242334322453017,30238794.0,12.472,1.2899999999999998,50.3,,331407,91.24367922222524
2012-14,4,14,2011-2012,99.0,244.228,0.40535892690436803,62356916.0,18.695,10.555714285714286,64.61666666666667,,1021659,61.034959805571134
2012-14,5,14,2011-2012,286.0,631.105,0.4531734022072397,51945711.0,11.134,1.7600000000000002,55.4,,1005710,51.650785017549794
2012-14,6,14,2011-2012,86.0,1213.0,0.07089859851607584,39510585.0,18.7775,11.4225,66.92500000000001,,1464729,26.974672447940883
2012-14,7,14,2011-2012,83.0,556.0,0.14928057553956833,13837604.0,14.947500000000002,7.195,62.7,,739762,18.705480951981855
2012-14,8,14,2011-2012,128.0,934.0,0.13704496788008566,11157404.0,5.352500000000001,-5.6475,53.275,,1323601,8.42958263101947
2012-14,9,14,2011-2012,142.0,1111.0,0.1278127812781278,48745929.0,16.79,2.9149999999999996,49.4,,1033917,47.14684931188867
2012-14,10,14,2011-2012,100.0,649.0,0.15408320493066255,13123542.0,5.565,-4.93,53.6,,2379870,5.514394483732305
2012-15,1,15,2011-2012,5.0,437.0,0.011441647597254004,14562704.0,8.442,2.562,68.64,,161583,90.12522356931113
2012-15,2,15,2011-2012,17.0,623.0,0.027287319422150885,32101935.0,12.1,2.38,53.0,,163889,195.87608076197915
2012-15,3,15,2011-2012,50.0,856.0,0.05841121495327103,30238794.0,11.812000000000001,1.656,53.04,,331407,91.24367922222524
2012-15,4,15,2011-2012,89.0,295.131,0.3015610017246579,62356916.0,16.408333333333335,4.288571428571428,50.1,,1021659,61.034959805571134
2012-15,5,15,2011-2012,162.0,1530.0,0.10588235294117647,51945711.0,10.23,0.7,55.220000000000006,,1005710,51.650785017549794
2012-15,6,15,2011-2012,54.0,1137.0,0.047493403693931395,39510585.0,19.6475,10.825,60.900000000000006,,1464729,26.974672447940883
2012-15,7,15,2011-2012,66.0,498.0,0.13253012048192772,13837604.0,13.5125,5.0925,60.55,,739762,18.705480951981855
2012-15,8,15,2011-2012,114.0,887.0,0.12852311161217586,11157404.0,7.835,-1.865,56.875,,1323601,8.42958263101947
2012-15,9,15,2011-2012,101.0,971.0,0.10401647785787847,48745929.0,16.405,7.03,61.5,,1033917,47.14684931188867
2012-15,10,15,2011-2012,79.0,590.0,0.13389830508474576,13123542.0,9.345,-1.535,54.325,,2379870,5.514394483732305
2012-16,1,16,2011-2012,9.0,445.0,0.020224719101123594,14562704.0,11.712,6.8180000000000005,74.86,,161583,90.12522356931113
2012-16,2,16,2011-2012,20.0,498.0,0.040160642570281124,32101935.0,15.32,9.08,68.3,,163889,195.87608076197915
2012-16,3,16,2011-2012,67.0,855.0,0.0783625730994152,30238794.0,14.638,8.74,71.0,,331407,91.24367922222524
2012-16,4,16,2011-2012,71.0,209.112,0.33953096905007846,62356916.0,18.203333333333333,11.684285714285712,71.61666666666666,,1021659,61.034959805571134
2012-16,5,16,2011-2012,154.0,1401.0,0.10992148465381871,51945711.0,11.78,4.858,64.58,,1005710,51.650785017549794
2012-16,6,16,2011-2012,50.0,1265.0,0.039525691699604744,39510585.0,18.26,8.120000000000001,59.0,,1464729,26.974672447940883
2012-16,7,16,2011-2012,32.0,396.0,0.08080808080808081,13837604.0,13.285,5.9275,62.974999999999994,,739762,18.705480951981855
2012-16,8,16,2011-2012,96.0,806.0,0.11910669975186104,11157404.0,8.35,-1.1575,56.45,,1323601,8.42958263101947
2012-16,9,16,2011-2012,102.0,941.0,0.10839532412327312,48745929.0,20.697499999999998,10.4725,59.45,,1033917,47.14684931188867
2012-16,10,16,2011-2012,56.0,503.0,0.11133200795228629,13123542.0,10.870000000000001,1.93,60.15,,2379870,5.514394483732305
2012-17,1,17,2011-2012,1.0,403.0,0.0024813895781637717,14562704.0,7.618,1.7739999999999998,68.9,,161583,90.12522356931113
2012-17,2,17,2011-2012,15.0,567.0,0.026455026455026454,32101935.0,10.85,3.03,61.3,,163889,195.87608076197915
2012-17,3,17,2011-2012,24.0,704.0,0.03409090909090909,30238794.0,12.122,4.458,63.2,,331407,91.24367922222524
2012-17,4,17,2011-2012,43.0,208.001,0.20672977533761858,62356916.0,18.209999999999997,8.75,59.0,,1021659,61.034959805571134
2012-17,5,17,2011-2012,101.0,1293.0,0.07811291569992267,51945711.0,10.256,1.0999999999999999,56.260000000000005,,1005710,51.650785017549794
2012-17,6,17,2011-2012,22.0,992.0,0.02217741935483871,39510585.0,21.0075,10.4025,56.85,,1464729,26.974672447940883
2012-17,7,17,2011-2012,25.0,411.0,0.06082725060827251,13837604.0,16.1575,8.46,63.474999999999994,,739762,18.705480951981855
2012-17,8,17,2011-2012,67.0,688.0,0.09738372093023256,11157404.0,12.46,-0.8325,47.3,,1323601,8.42958263101947
2012-17,9,17,2011-2012,83.0,859.0,0.09662398137369034,48745929.0,20.380000000000003,9.5125,58.25,,1033917,47.14684931188867
2012-17,10,17,2011-2012,39.0,552.0,0.07065217391304347,13123542.0,11.7525,1.6999999999999997,58.875,,2379870,5.514394483732305
2012-44,1,44,2012-2013,18.0,359.0,0.05013927576601671,14618806.0,9.844,6.08,78.02000000000001,,161583,90.47242593589672
2012-44,2,44,2012-2013,55.0,731.0,0.07523939808481532,32165552.0,10.28,5.16,70.9,,163889,196.26425202423593
2012-44,3,44,2012-2013,77.0,796.0,0.09673366834170855,30389522.0,7.726000000000001,2.23,69.67999999999999,,331407,91.69849158285733
2012-44,4,44,2012-2013,298.0,298.368,0.9987666237666237,62884128.0,11.775,1.2842857142857143,53.199999999999996,,1021659,61.55099499930994
2012-44,5,44,2012-2013,52.0,1324.0,0.03927492447129909,52082560.0,4.790000000000001,-0.96,68.0,,1005710,51.78685704626582
2012-44,6,44,2012-2013,272.0,1617.0,0.16821273964131106,39968891.0,15.9525,5.57,57.25,,1464729,27.287567188196586
2012-44,7,44,2012-2013,16.0,454.0,0.03524229074889868,13897060.0,8.26,-0.02999999999999997,58.4,,739762,18.785852747234923
2012-44,8,44,2012-2013,11.0,507.0,0.021696252465483234,11335332.0,8.3625,-2.1275,51.325,,1323601,8.564009848889507
2012-44,9,44,2012-2013,67.0,674.0,0.09940652818991098,49153335.0,19.165,8.81,58.5,,1033917,47.54089061307629
2012-44,10,44,2012-2013,7.0,425.0,0.01647058823529412,13248739.0,8.1425,1.6725,67.175,,2379870,5.567001138717661
2012-45,1,45,2012-2013,22.0,381.0,0.05774278215223097,14618806.0,5.286,-0.62,66.67999999999999,,161583,90.47242593589672
2012-45,2,45,2012-2013,99.0,843.0,0.11743772241992882,32165552.0,6.46,0.62,67.5,,163889,196.26425202423593
2012-45,3,45,2012-2013,105.0,1012.0,0.10375494071146245,30389522.0,7.218000000000001,0.958,66.38,,331407,91.69849158285733
2012-45,4,45,2012-2013,339.0,541.414,0.6261382232450583,62884128.0,10.935,3.491428571428571,65.48333333333333,,1021659,61.55099499930994
2012-45,5,45,2012-2013,72.0,1309.0,0.05500381970970206,52082560.0,6.7299999999999995,1.572,71.3,,1005710,51.78685704626582
2012-45,6,45,2012-2013,346.0,819.018,0.42245713769416543,39968891.0,15.49,6.595,59.975,,1464729,27.287567188196586
2012-45,7,45,2012-2013,29.0,560.0,0.05178571428571429,13897060.0,10.8375,4.1175,65.675,,739762,18.785852747234923
2012-45,8,45,2012-2013,11.0,584.0,0.018835616438356163,11335332.0,3.9299999999999997,-4.5275,60.475,,1323601,8.564009848889507
2012-45,9,45,2012-2013,141.0,771.0,0.1828793774319066,49153335.0,17.74,7.715000000000001,57.8,,1033917,47.54089061307629
2012-45,10,45,2012-2013,20.0,482.0,0.04149377593360996,13248739.0,4.0600000000000005,-1.25,71.575,,2379870,5.567001138717661
2012-46,1,46,2012-2013,35.0,395.0,0.08860759493670886,14618806.0,6.612,2.036,73.4,,161583,90.47242593589672
2012-46,2,46,2012-2013,101.0,912.0,0.11074561403508772,32165552.0,7.68,3.04,73.1,,163889,196.26425202423593
2012-46,3,46,2012-2013,141.0,1148.0,0.12282229965156795,30389522.0,7.248,1.6920000000000002,69.14,,331407,91.69849158285733
2012-46,4,46,2012-2013,373.0,604.563,0.6169745750236121,62884128.0,10.006666666666666,3.5228571428571427,70.13333333333334,,1021659,61.55099499930994
2012-46,5,46,2012-2013,102.0,1435.0,0.0710801393728223,52082560.0,3.5620000000000003,-2.1700000000000004,68.04,,1005710,51.78685704626582
2012-46,6,46,2012-2013,456.0,830.312,0.5491911474241008,39968891.0,10.42,0.14749999999999985,53.425,,1464729,27.287567188196586
2012-46,7,46,2012-2013,32.0,487.0,0.06570841889117043,13897060.0,5.705,-2.6725,57.35,,739762,18.785852747234923
2012-46,8,46,2012-2013,20.0,601.0,0.033277870216306155,11335332.0,1.42,-6.6075,58.4,,1323601,8.564009848889507
2012-46,9,46,2012-2013,98.0,750.0,0.13066666666666665,49153335.0,16.3525,5.602499999999999,55.775,,1033917,47.54089061307629
2012-46,10,46,2012-2013,14.0,497.0,0.028169014084507043,13248739.0,3.8150000000000004,-0.9149999999999998,73.65,,2379870,5.567001138717661
2012-47,1,47,2012-2013,50.0,400.0,0.125,14618806.0,5.776000000000001,0.9179999999999999,72.0,,161583,90.47242593589672
2012-47,2,47,2012-2013,134.0,899.0,0.14905450500556172,32165552.0,6.82,1.72,71.0,,163889,196.26425202423593
2012-47,3,47,2012-2013,216.0,1064.0,0.20300751879699247,30389522.0,6.790000000000001,0.752,67.06,,331407,91.69849158285733
2012-47,4,47,2012-2013,399.0,634.641,0.6287018960325602,62884128.0,10.298333333333334,2.295714285714286,62.416666666666664,,1021659,61.55099499930994
2012-47,5,47,2012-2013,180.0,1466.0,0.12278308321964529,52082560.0,5.236,-0.34199999999999997,68.64,,1005710,51.78685704626582
2012-47,6,47,2012-2013,614.0,885.57,0.6933387535711463,39968891.0,12.8275,4.8425,62.025,,1464729,27.287567188196586
2012-47,7,47,2012-2013,66.0,569.0,0.11599297012302284,13897060.0,7.952500000000001,-0.005000000000000032,59.225,,739762,18.785852747234923
2012-47,8,47,2012-2013,30.0,591.0,0.050761421319796954,11335332.0,4.5525,-7.3625,47.89999999999999,,1323601,8.564009848889507
2012-47,9,47,2012-2013,108.0,774.0,0.13953488372093023,49153335.0,16.875,8.9475,64.075,,1033917,47.54089061307629
2012-47,10,47,2012-2013,39.0,552.0,0.07065217391304347,13248739.0,3.5875000000000004,-2.2800000000000002,67.525,,2379870,5.567001138717661
2012-48,1,48,2012-2013,87.0,499.0,0.1743486973947896,14618806.0,3.084,-1.954,70.64,,161583,90.47242593589672
2012-48,2,48,2012-2013,176.0,1128.0,0.15602836879432624,32165552.0,4.87,0.4,74.1,,163889,196.26425202423593
2012-48,3,48,2012-2013,253.0,1319.0,0.19181197877179681,30389522.0,4.6240000000000006,-0.1940000000000001,72.72,,331407,91.69849158285733
2012-48,4,48,2012-2013,456.0,827.86,0.5508177711207208,62884128.0,10.358333333333333,3.4057142857142857,67.28333333333333,,1021659,61.55099499930994
2012-48,5,48,2012-2013,300.0,730.261,0.4108120247418389,52082560.0,3.4560000000000004,-1.7920000000000003,69.86,,1005710,51.78685704626582
2012-48,6,48,2012-2013,614.0,2.7110000000000003,226.48469199557357,39968891.0,13.35,6.657500000000001,67.65,,1464729,27.287567188196586
